Hang_xe,Tuoi_xe,Nam_dang_ky,Tinh_trang_xe,Dung_tich_xe,Dong_xe,So_km_da_di,Loai_xe,Gia_xe
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vision,2630,Tay ga,37000000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,Dream,11111,Xe số,2000000.0
Honda,21,2002,Đã sử dụng,Không rõ,@,24000,Tay ga,1500000.0
Hãng khác,4,2019,Đã sử dụng,Dưới 50 cc,Dòng khác,15000,Xe số,9000000.0
Suzuki,5,2018,Đã sử dụng,100 - 175 cc,Hayate,18000,Tay ga,3500000.0
Honda,15,2008,Đã sử dụng,Không rõ,PS,1,Tay ga,56500000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,AirBlade,56000,Tay ga,25000000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Mio,58585,Tay ga,19500000.0
Suzuki,11,2012,Đã sử dụng,Dưới 50 cc,Dòng khác,15000,Tay ga,16000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,Wave,23837,Xe số,11500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,AirBlade,2222,Xe số,18628686.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,AirBlade,15000,Tay ga,14900000.0
Yamaha,3,2020,Đã sử dụng,100 - 175 cc,Sirius,2222,Xe số,15800000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,SH,2000,Tay ga,29000000.0
Honda,14,2009,Đã sử dụng,Không rõ,SH,18000,Tay ga,125000000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,R,31000,Tay côn,42000000.0
Honda,16,2007,Đã sử dụng,50 - 100 cc,Win,1887,Tay côn,3500000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Future,500,Xe số,54540000.0
GPX,3,2020,Đã sử dụng,100 - 175 cc,Demon150GN,12345,Tay côn,32800000.0
Hãng khác,14,2009,Đã sử dụng,100 - 175 cc,Rebell,12345,Tay côn,23800000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,CBR,12345,Tay côn,28600000.0
Hãng khác,9,2014,Đã sử dụng,Trên 175 cc,Dòng khác,31000,Tay côn,185000000.0
Honda,8,2015,Đã sử dụng,Không rõ,Lead,9000,Tay ga,22800000.0
Yamaha,2,2021,Đã sử dụng,100 - 175 cc,Nvx,2000,Tay ga,30000000.0
Honda,15,2008,Đã sử dụng,Không rõ,SH,12,Tay ga,64000000.0
Hãng khác,5,2018,Đã sử dụng,Trên 175 cc,Phoenix,11000,Tay côn,38600000.0
Hãng khác,12,2011,Đã sử dụng,100 - 175 cc,Dòng khác,23861,Xe số,4500000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Exciter,12345,Tay côn,23800000.0
Hãng khác,6,2017,Đã sử dụng,100 - 175 cc,Monster,12345,Tay côn,17800000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Exciter,12345,Tay côn,23800000.0
Yamaha,9,2014,Đã sử dụng,100 - 175 cc,Exciter,12345,Tay côn,15800000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Vision,12345,Tay ga,28800000.0
Suzuki,20,2003,Đã sử dụng,100 - 175 cc,GN,15000,Xe số,12000000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Exciter,25000,Tay côn,21900000.0
Honda,4,2019,Đã sử dụng,Không rõ,Vision,8600,Tay ga,29000000.0
Piaggio,9,2014,Đã sử dụng,100 - 175 cc,Primavera,19686,Tay ga,28500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vision,6400,Tay ga,27000000.0
Yamaha,8,2015,Đã sử dụng,100 - 175 cc,Exciter,59000,Tay côn,19500000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,SHMode,56666,Tay ga,34000000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,Lead,18000,Tay ga,20800000.0
Yamaha,8,2015,Đã sử dụng,100 - 175 cc,Exciter,67000,Tay côn,22500000.0
Yamaha,9,2014,Đã sử dụng,100 - 175 cc,Exciter,9999,Tay côn,15900000.0
Honda,3,2020,Đã sử dụng,Không rõ,SHMode,9000,Tay ga,67000000.0
Honda,25,1998,Đã sử dụng,50 - 100 cc,Wave,24568,Xe số,12000000.0
SYM,5,2018,Đã sử dụng,Không rõ,Galaxy,23000,Xe số,10000000.0
Honda,6,2017,Đã sử dụng,Không rõ,Vario,11000,Tay ga,68000000.0
SYM,14,2009,Đã sử dụng,100 - 175 cc,Elizabeth,122,Tay ga,5800000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Sirius,17,Xe số,15800000.0
Yamaha,3,2020,Đã sử dụng,100 - 175 cc,Dòng khác,3000,Tay côn,68800000.0
Honda,7,2016,Đã sử dụng,Không rõ,SH,20000,Tay ga,56800000.0
Yamaha,3,2020,Đã sử dụng,100 - 175 cc,R,7000,Tay côn,49800000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,Lead,44000,Tay côn,8600000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Lead,15000,Tay ga,27500000.0
Piaggio,11,2012,Đã sử dụng,100 - 175 cc,Liberty,15000,Tay ga,11800000.0
Yamaha,12,2011,Đã sử dụng,100 - 175 cc,Exciter,37500,Tay côn,19700000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,SHMode,19000,Tay ga,48000000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,Future,30000,Xe số,44000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Vario,10000,Tay ga,44000000.0
Honda,17,2006,Đã sử dụng,100 - 175 cc,Future,30000,Xe số,33000000.0
Yamaha,12,2011,Đã sử dụng,100 - 175 cc,Exciter,30000,Xe số,16000000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,Click,27000,Tay ga,38000000.0
Hãng khác,2,2021,Đã sử dụng,100 - 175 cc,TNT,800,Tay côn,15500000.0
Honda,19,2004,Đã sử dụng,Không rõ,Dream,23456,Xe số,7900000.0
Piaggio,12,2011,Đã sử dụng,100 - 175 cc,Vespa,15000,Tay ga,15500000.0
Hãng khác,1,2022,Đã sử dụng,100 - 175 cc,Dòng khác,800,Tay côn,17500000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Vision,9200,Tay ga,30000000.0
Honda,24,1999,Đã sử dụng,Không rõ,Dream,4687,Tay ga,5999999.0
Honda,8,2015,Đã sử dụng,Không rõ,Wave,40000,Xe số,13000000.0
Honda,8,2015,Đã sử dụng,Không rõ,AirBlade,50,Tay ga,22900000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,Future,30,Xe số,15000000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vario,6000,Tay ga,40000000.0
Yamaha,10,2013,Đã sử dụng,100 - 175 cc,Exciter,123,Tay côn,25000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,AirBlade,855,Tay ga,31800000.0
Honda,25,1998,Đã sử dụng,100 - 175 cc,Dream,1,Xe số,25500000.0
Piaggio,11,2012,Đã sử dụng,100 - 175 cc,Vespa,28000,Tay ga,11800000.0
Honda,29,1994,Đã sử dụng,50 - 100 cc,Dream,11111,Xe số,17777000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,SH,2345,Tay ga,45000000.0
Honda,5,2018,Đã sử dụng,Không rõ,PCX,18500,Tay ga,56800000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,Lead,25,Tay ga,12000000.0
Honda,4,2019,Đã sử dụng,Không rõ,WinnerX,123,Tay côn,26000000.0
Suzuki,12,2011,Đã sử dụng,100 - 175 cc,Hayate,28000,Tay ga,4500000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,AirBlade,24000,Tay ga,27500000.0
Honda,43,1980,Đã sử dụng,50 - 100 cc,CD,45000,Tay côn,24500000.0
Yamaha,16,2007,Đã sử dụng,Không rõ,Mio,30000,Tay ga,6000000.0
Hãng khác,15,2008,Đã sử dụng,100 - 175 cc,Dòng khác,56789,Xe số,2500000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,AirBlade,16000,Tay ga,22500000.0
Yamaha,7,2016,Đã sử dụng,50 - 100 cc,Sirius,15000,Xe số,9800000.0
Piaggio,9,2014,Đã sử dụng,100 - 175 cc,Liberty,12345,Tay ga,14500000.0
Yamaha,17,2006,Đã sử dụng,100 - 175 cc,Jupiter,52159,Xe số,6800000.0
Honda,16,2007,Đã sử dụng,100 - 175 cc,Wave,23456,Xe số,5900000.0
Honda,23,2000,Đã sử dụng,Không rõ,Dream,20000,Xe số,18500000.0
Honda,16,2007,Đã sử dụng,50 - 100 cc,Dream,25000,Xe số,4200000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,SHMode,69856,Tay ga,39999999.0
Honda,6,2017,Đã sử dụng,Không rõ,Blade,15000,Xe số,10000000.0
Honda,5,2018,Đã sử dụng,50 - 100 cc,Vision,11000,Tay ga,25800000.0
Honda,25,1998,Đã sử dụng,100 - 175 cc,Dream,36,Xe số,19000000.0
Piaggio,11,2012,Đã sử dụng,100 - 175 cc,Fly,60000,Tay ga,15000000.0
Yamaha,2,2021,Đã sử dụng,100 - 175 cc,Exciter,10,Xe số,35500000.0
Hãng khác,13,2010,Đã sử dụng,Không rõ,Dòng khác,31236,Xe số,3900000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Winner,44000,Tay côn,21500000.0
Honda,24,1999,Đã sử dụng,100 - 175 cc,Wave,56789,Xe số,28900000.0
Suzuki,3,2020,Đã sử dụng,Trên 175 cc,Raider,5555,Tay côn,39500000.0
Honda,1,2022,Đã sử dụng,Không rõ,Rebel,200,Tay côn,176000000.0
Honda,14,2009,Đã sử dụng,Không rõ,Lead,12345,Tay ga,7800000.0
Hãng khác,5,2018,Đã sử dụng,Không rõ,Dòng khác,52135,Tay ga,80000000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Sirius,5000,Xe số,6000000.0
Suzuki,24,1999,Đã sử dụng,100 - 175 cc,Sport/Xipo,65000,Xe số,24000000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Taurus,55000,Tay côn,4800000.0
SYM,5,2018,Đã sử dụng,100 - 175 cc,Star,2,Tay côn,10800000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,SH,34567,Tay ga,145000000.0
Hãng khác,5,2018,Đã sử dụng,Dưới 50 cc,Dòng khác,18,Xe số,8000000.0
Piaggio,13,2010,Đã sử dụng,Không rõ,Dòng khác,15000,Tay ga,12000000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,AirBlade,855,Tay ga,42500000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,Wave,10000,Xe số,14200000.0
Honda,21,2002,Đã sử dụng,100 - 175 cc,Wave,30,Xe số,17000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,SH,15000,Tay ga,72000000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,Wave,12345,Xe số,6700000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,Wave,30,Xe số,8800000.0
Suzuki,5,2018,Đã sử dụng,Không rõ,Axelo,40000,Tay côn,5500000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,SHMode,10000,Tay ga,40800000.0
Yamaha,2,2021,Đã sử dụng,Không rõ,Sirius,1600,Xe số,18500000.0
Honda,18,2005,Đã sử dụng,100 - 175 cc,Future,36,Xe số,20000000.0
Honda,6,2017,Đã sử dụng,Không rõ,Wave,15000,Xe số,17500000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,SH,8888,Tay ga,47500000.0
Honda,8,2015,Đã sử dụng,50 - 100 cc,Lead,10000,Tay ga,25500000.0
Honda,17,2006,Đã sử dụng,100 - 175 cc,Future,1,Xe số,22000000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,PCX,11200,Tay ga,33500000.0
Honda,39,1984,Đã sử dụng,Dưới 50 cc,Cub,22200,Xe số,18000000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Sirius,36000,Xe số,14500000.0
Honda,1,2022,Đã sử dụng,Không rõ,Rebel,900,Tay côn,97000000.0
Yamaha,10,2013,Đã sử dụng,100 - 175 cc,Exciter,20000,Xe số,28000000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,SH,8888,Tay ga,55500000.0
Honda,1,2022,Đã sử dụng,Không rõ,Lead,1200,Tay ga,43500000.0
SYM,5,2018,Đã sử dụng,100 - 175 cc,Husky,9000,Tay côn,25800000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Sirius,20000,Xe số,7500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,AirBlade,5000,Tay ga,33500000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,SH,20000,Tay ga,105000000.0
Yamaha,10,2013,Đã sử dụng,100 - 175 cc,Sirius,20000,Xe số,7500000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,Click,30000,Tay ga,9900000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Win,1111,Xe số,2400000.0
Yamaha,14,2009,Đã sử dụng,100 - 175 cc,Luvias,30000,Tay ga,8900000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Exciter,14000,Tay ga,44500000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Exciter,20000,Tay côn,43500000.0
Honda,22,2001,Đã sử dụng,100 - 175 cc,Future,26000,Xe số,60000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SHMode,10000,Tay ga,58500000.0
Yamaha,9,2014,Đã sử dụng,Không rõ,Grande,25000,Tay ga,19000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SH,8000,Tay ga,65500000.0
Honda,1,2022,Đã sử dụng,Không rõ,SH,500,Tay ga,98000000.0
Yamaha,10,2013,Đã sử dụng,100 - 175 cc,Exciter,12345,Tay côn,17200000.0
Yamaha,10,2013,Đã sử dụng,Không rõ,Exciter,20000,Tay côn,18500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,WinnerX,15000,Tay côn,24000000.0
Yamaha,11,2012,Đã sử dụng,100 - 175 cc,Exciter,30,Xe số,15000000.0
Yamaha,1,2022,Đã sử dụng,100 - 175 cc,Exciter,45000,Xe số,45000000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,SH,26000,Tay ga,158000000.0
Yamaha,17,2006,Đã sử dụng,100 - 175 cc,Nouvo,15000,Tay ga,9000000.0
Honda,12,2011,Đã sử dụng,Trên 175 cc,Lead,30032,Tay ga,10700000.0
Honda,13,2010,Đã sử dụng,Không rõ,Wave,6868,Xe số,11800000.0
Honda,41,1982,Đã sử dụng,50 - 100 cc,Cub,37679,Xe số,18500000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Future,25000,Xe số,12000000.0
Yamaha,11,2012,Đã sử dụng,100 - 175 cc,Nouvo,30,Tay ga,9000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SH,2600,Tay ga,100000000.0
Yamaha,8,2015,Đã sử dụng,Không rõ,Luvias,10000,Tay ga,10000000.0
Yamaha,10,2013,Đã sử dụng,Không rõ,Cuxi,9999,Tay ga,20000000.0
Honda,30,1993,Đã sử dụng,50 - 100 cc,Cub,10000,Xe số,12000000.0
Yamaha,8,2015,Đã sử dụng,100 - 175 cc,Exciter,25000,Tay côn,6300000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,CBR,8600,Tay côn,43000000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,PCX,38000,Tay ga,23500000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,SH,8600,Tay ga,175000000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,SH,9600,Tay ga,156000000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Exciter,2000,Tay côn,27000000.0
Yamaha,11,2012,Đã sử dụng,100 - 175 cc,Sirius,24,Xe số,9200000.0
Honda,10,2013,Đã sử dụng,Không rõ,Wave,10874,Xe số,8850000.0
Yamaha,1,2022,Đã sử dụng,100 - 175 cc,Exciter,22000,Xe số,21500000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,Click,39000,Tay ga,9800000.0
Honda,15,2008,Đã sử dụng,Không rõ,Wave,17939,Xe số,4500000.0
Honda,29,1994,Đã sử dụng,50 - 100 cc,Dream,30000,Xe số,17000000.0
SYM,13,2010,Đã sử dụng,100 - 175 cc,Shark,15000,Tay ga,9000000.0
Yamaha,3,2020,Đã sử dụng,100 - 175 cc,MT,6440,Tay côn,54000000.0
Yamaha,8,2015,Đã sử dụng,100 - 175 cc,Exciter,45,Tay côn,20000000.0
Honda,12,2011,Đã sử dụng,Không rõ,AirBlade,10,Tay ga,25000000.0
SYM,11,2012,Đã sử dụng,100 - 175 cc,Joyride,10085,Tay ga,1000000.0
Yamaha,12,2011,Đã sử dụng,100 - 175 cc,Exciter,50000,Xe số,40000000.0
Suzuki,5,2018,Đã sử dụng,100 - 175 cc,Raider,30000,Tay côn,29000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,WinnerX,9000,Tay côn,26000000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Vision,8000,Tay ga,46000000.0
Piaggio,6,2017,Mới,100 - 175 cc,Vespa,0,Tay ga,59900000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,AirBlade,25000,Tay ga,25900000.0
Yamaha,7,2016,Đã sử dụng,Không rõ,Nouvo,30000,Tay ga,16500000.0
Honda,11,2012,Đã sử dụng,Không rõ,AirBlade,40000,Tay ga,15000000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,Vision,8000,Tay ga,20200000.0
Suzuki,16,2007,Đã sử dụng,Không rõ,Dòng khác,124,Tay ga,5500000.0
Yamaha,14,2009,Đã sử dụng,100 - 175 cc,Exciter,50000,Xe số,50000000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Winner,80,Tay côn,20000000.0
Yamaha,3,2020,Đã sử dụng,100 - 175 cc,Janus,7029,Tay ga,20500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,CB,15000,Tay côn,40000000.0
Honda,6,2017,Đã sử dụng,Không rõ,Wave,30000,Xe số,13500000.0
Honda,5,2018,Đã sử dụng,Không rõ,Wave,15,Xe số,14500000.0
Honda,3,2020,Đã sử dụng,Không rõ,Sonic,6528,Tay côn,37600000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Wave,1,Xe số,36000000.0
Honda,6,2017,Đã sử dụng,Không rõ,Vision,15,Tay ga,25500000.0
SYM,13,2010,Đã sử dụng,100 - 175 cc,Attila,10000,Tay ga,3000000.0
Honda,3,2020,Đã sử dụng,Không rõ,Wave,25000,Xe số,14500000.0
Hãng khác,7,2016,Đã sử dụng,Trên 175 cc,BN600i,21000,Tay côn,89800000.0
Honda,5,2018,Đã sử dụng,Không rõ,Vision,15,Tay ga,27000000.0
Honda,7,2016,Đã sử dụng,Không rõ,Wave,39000,Xe số,14800000.0
Yamaha,5,2018,Đã sử dụng,100 - 175 cc,Exciter,18000,Tay côn,26000000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,CBR,10000,Tay côn,57000000.0
Yamaha,11,2012,Đã sử dụng,100 - 175 cc,Cuxi,20000,Tay ga,23500000.0
Honda,26,1997,Đã sử dụng,Không rõ,Dream,40000,Xe số,19800000.0
Piaggio,10,2013,Đã sử dụng,100 - 175 cc,Vespa,25000,Tay ga,25000000.0
Piaggio,10,2013,Đã sử dụng,100 - 175 cc,Liberty,20000,Tay ga,16000000.0
Honda,7,2016,Đã sử dụng,Không rõ,AirBlade,35000,Tay ga,24500000.0
Honda,20,2003,Đã sử dụng,100 - 175 cc,Wave,20000,Xe số,23000000.0
Suzuki,5,2018,Đã sử dụng,100 - 175 cc,Raider,15000,Tay côn,29000000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,AirBlade,46000,Tay ga,8500000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,Lead,25000,Tay ga,11000000.0
Yamaha,15,2008,Đã sử dụng,100 - 175 cc,Exciter,20000,Tay côn,45000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Vario,20000,Tay ga,42000000.0
Suzuki,3,2020,Đã sử dụng,Trên 175 cc,Satria,10000,Tay côn,49000000.0
Yamaha,9,2014,Đã sử dụng,100 - 175 cc,Exciter,20000,Tay côn,32000000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,Future,32000,Xe số,21000000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,SH,20000,Tay ga,99000000.0
Honda,20,2003,Đã sử dụng,100 - 175 cc,Wave,10000,Xe số,39000000.0
Honda,19,2004,Đã sử dụng,100 - 175 cc,Wave,30000,Xe số,9800000.0
Honda,20,2003,Đã sử dụng,100 - 175 cc,Dream,10000,Xe số,55000000.0
Yamaha,2,2021,Đã sử dụng,100 - 175 cc,MT,2000,Tay côn,58000000.0
Honda,20,2003,Đã sử dụng,50 - 100 cc,Wave,30000,Xe số,13000000.0
Yamaha,10,2013,Đã sử dụng,100 - 175 cc,Exciter,20000,Tay côn,32000000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,Lead,20000,Tay ga,25000000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Nvx,32000,Tay ga,23800000.0
Hãng khác,11,2012,Đã sử dụng,50 - 100 cc,Dòng khác,9999,Xe số,5000000.0
Hãng khác,11,2012,Đã sử dụng,Trên 175 cc,Monster,18000,Tay côn,120000000.0
Yamaha,9,2014,Đã sử dụng,Không rõ,Exciter,12345,Xe số,16500000.0
Hãng khác,9,2014,Đã sử dụng,50 - 100 cc,Dòng khác,50000,Tay côn,14000000.0
Honda,9,2014,Đã sử dụng,Không rõ,AirBlade,18000,Tay ga,25500000.0
Suzuki,13,2010,Đã sử dụng,100 - 175 cc,Xbike,500,Xe số,6000000.0
Yamaha,5,2018,Đã sử dụng,100 - 175 cc,Exciter,50,Tay côn,26000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Vision,15000,Tay ga,24800000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Sirius,18000,Xe số,12400000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,Wave,30000,Xe số,12200000.0
Suzuki,13,2010,Đã sử dụng,100 - 175 cc,Dòng khác,25000,Tay ga,7800000.0
SYM,13,2010,Đã sử dụng,50 - 100 cc,Attila,56,Tay ga,6700000.0
Suzuki,22,2001,Đã sử dụng,100 - 175 cc,Viva,500,Xe số,7800000.0
Suzuki,8,2015,Đã sử dụng,100 - 175 cc,Axelo,30000,Tay côn,12000000.0
Hãng khác,11,2012,Đã sử dụng,Không rõ,Dòng khác,5000,Xe số,4000000.0
Honda,22,2001,Đã sử dụng,Trên 175 cc,CBR,26000,Tay côn,80000000.0
Honda,5,2018,Đã sử dụng,Không rõ,Winner,19000,Tay côn,22500000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,Wave,20000,Tay côn,16500000.0
Honda,11,2012,Đã sử dụng,Không rõ,Dream,30000,Xe số,25500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,MSX125,6000,Tay côn,38500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,WinnerX,10000,Tay côn,28500000.0
Honda,9,2014,Đã sử dụng,Không rõ,AirBlade,45000,Tay ga,22000000.0
Yamaha,5,2018,Đã sử dụng,100 - 175 cc,Nvx,12000,Tay ga,33000000.0
Honda,23,2000,Đã sử dụng,50 - 100 cc,Citi,22000,Xe số,6500000.0
Yamaha,10,2013,Đã sử dụng,100 - 175 cc,Jupiter,500,Xe số,6800000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,WinnerX,10000,Tay côn,30800000.0
Yamaha,16,2007,Đã sử dụng,Không rõ,Mio,56432,Tay ga,5200000.0
Yamaha,11,2012,Đã sử dụng,100 - 175 cc,Nouvo,15000,Tay ga,3800000.0
Yamaha,12,2011,Đã sử dụng,100 - 175 cc,Nouvo,40000,Tay ga,5000000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,SH,12000,Tay ga,63000000.0
Suzuki,9,2014,Đã sử dụng,100 - 175 cc,Dòng khác,60025,Tay ga,8500000.0
Yamaha,11,2012,Đã sử dụng,100 - 175 cc,Exciter,41000,Xe số,17000000.0
Honda,27,1996,Đã sử dụng,50 - 100 cc,67,25000,Tay côn,35000000.0
Honda,17,2006,Đã sử dụng,100 - 175 cc,@,41000,Tay ga,13500000.0
Hãng khác,9,2014,Đã sử dụng,Không rõ,Dòng khác,99,Tay côn,9999999.0
Suzuki,23,2000,Đã sử dụng,50 - 100 cc,Sport/Xipo,3000,Xe số,28000000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Exciter,5000,Tay côn,58000000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Winner,36,Tay côn,21000000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Nouvo,999,Tay ga,6700000.0
GPX,4,2019,Đã sử dụng,Trên 175 cc,Legend200,11000,Tay côn,39500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,SH,5678,Tay ga,85000000.0
Yamaha,8,2015,Đã sử dụng,Không rõ,Nouvo,56789,Tay ga,10300000.0
Yamaha,9,2014,Đã sử dụng,100 - 175 cc,Nouvo,1000,Tay ga,3800000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Sirius,1000,Xe số,9300000.0
Honda,4,2019,Đã sử dụng,Trên 175 cc,WinnerX,34000,Tay côn,28000000.0
Yamaha,4,2019,Đã sử dụng,Không rõ,Exciter,30000,Tay côn,29500000.0
Honda,16,2007,Đã sử dụng,100 - 175 cc,SH,12345,Tay ga,88000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vario,5678,Tay ga,89000000.0
Honda,9,2014,Đã sử dụng,Không rõ,SH,45000,Tay ga,49000000.0
Hãng khác,1,2022,Đã sử dụng,Dưới 50 cc,Dòng khác,78,Xe số,15000000.0
Yamaha,15,2008,Đã sử dụng,100 - 175 cc,Nouvo,2,Tay ga,3000000.0
Honda,18,2005,Đã sử dụng,100 - 175 cc,Wave,50000,Xe số,5200000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,Dòng khác,25000,Tay ga,29500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vario,23456,Tay ga,32500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vario,300,Tay ga,68000000.0
Honda,8,2015,Đã sử dụng,Trên 175 cc,Dòng khác,18000,Tay ga,115000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Wave,14000,Xe số,13500000.0
Suzuki,26,1997,Đã sử dụng,Không rõ,Viva,44000,Xe số,9800000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Vision,10000,Tay ga,24000000.0
Hãng khác,4,2019,Đã sử dụng,Không rõ,390,16000,Tay côn,115000000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Vario,3000,Tay ga,49500000.0
Honda,17,2006,Đã sử dụng,100 - 175 cc,Wave,10000,Xe số,5200000.0
Honda,17,2006,Đã sử dụng,Không rõ,Wave,18000,Xe số,22000000.0
Honda,15,2008,Đã sử dụng,50 - 100 cc,AirBlade,45000,Tay ga,12500000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,AirBlade,25000,Tay ga,22500000.0
Honda,23,2000,Đã sử dụng,50 - 100 cc,Dream,35,Xe số,28500000.0
Suzuki,2,2021,Đã sử dụng,100 - 175 cc,Raider,20000,Tay côn,31000000.0
Yamaha,5,2018,Đã sử dụng,Không rõ,Exciter,6886,Tay côn,22000000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,AirBlade,39799,Tay ga,23500000.0
Yamaha,10,2013,Đã sử dụng,100 - 175 cc,Exciter,6868,Tay côn,18000000.0
